unique_id,country,site,condition,gender,age,ethnicity,diff_in_mean_ratings_direct,diff_in_mean_ratings_indirect,mean_rating_white_primes_direct,mean_rating_white_primes_indirect,mean_rating_black_primes_direct,mean_rating_black_primes_indirect
Genova53,Italy,Genova,low social pressure,male,19,Caucasico/Europeo,-0.25,0,3.75,2.9583333333333335,4,2.9583333333333335
Genova54,Italy,Genova,high social pressure,female,22,Caucasico/Europeo,-0.75,-0.04166666666666696,2,2.6666666666666665,2.75,2.7083333333333335
Genova55,Italy,Genova,low social pressure,female,35,Caucasico/Europeo,0.16666666666666652,-0.4583333333333335,2.75,2.9166666666666665,2.5833333333333335,3.375
Genova56,Italy,Genova,high social pressure,male,24,Caucasico/Europeo,1.8333333333333335,1.625,2.8333333333333335,2.625,1,1
Genova57,Italy,Genova,low social pressure,female,25,Caucasico/Europeo,1.1666666666666665,1.0416666666666667,2.6666666666666665,3,1.5,1.9583333333333333
Genova58,Italy,Genova,high social pressure,female,21,Caucasico/Europeo,-0.16666666666666674,-0.4166666666666665,1.9166666666666667,3,2.0833333333333335,3.4166666666666665
Genova59,Italy,Genova,low social pressure,female,23,Caucasico/Europeo,0.16666666666666696,0.04166666666666652,3.0833333333333335,3,2.9166666666666665,2.9583333333333335
Genova60,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,0.25,-0.125,2.3333333333333335,2.375,2.0833333333333335,2.5
Genova61,Italy,Genova,low social pressure,female,27,Caucasico/Europeo,0.4166666666666665,0.25,2.6666666666666665,2.7916666666666665,2.25,2.5416666666666665
Genova62,Italy,Genova,high social pressure,female,21,Caucasico/Europeo,-0.08333333333333348,-0.2916666666666665,2.9166666666666665,2.5,3,2.7916666666666665
Genova63,Italy,Genova,low social pressure,female,21,Caucasico/Europeo,-0.6666666666666665,-0.04166666666666652,2.3333333333333335,2.4583333333333335,3,2.5
Genova64,Italy,Genova,high social pressure,female,21,Altro,-0.3333333333333335,-0.25,3.6666666666666665,3.75,4,4
Genova65,Italy,Genova,low social pressure,female,20,Caucasico/Europeo,0.08333333333333348,-0.08333333333333348,2.5833333333333335,2.625,2.5,2.7083333333333335
Genova66,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,-0.08333333333333348,-0.08333333333333304,2.5,2.4583333333333335,2.5833333333333335,2.5416666666666665
Genova67,Italy,Genova,low social pressure,female,21,Caucasico/Europeo,0.4166666666666665,0.375,2.6666666666666665,3,2.25,2.625
Genova68,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,0.25,0.16666666666666696,2.6666666666666665,2.7083333333333335,2.4166666666666665,2.5416666666666665
Genova69,Italy,Genova,low social pressure,female,22,Caucasico/Europeo,-0.41666666666666696,-0.25,2.4166666666666665,3,2.8333333333333335,3.25
Genova70,Italy,Genova,high social pressure,female,23,Caucasico/Europeo,0.5000000000000002,0.16666666666666652,2.3333333333333335,2.5,1.8333333333333333,2.3333333333333335
Genova71,Italy,Genova,low social pressure,female,20,Caucasico/Europeo,0.08333333333333348,0.04166666666666652,2.25,1.9583333333333333,2.1666666666666665,1.9166666666666667
Genova72,Italy,Genova,high social pressure,male,20,Caucasico/Europeo,0.08333333333333304,0.45833333333333304,2.6666666666666665,3.0416666666666665,2.5833333333333335,2.5833333333333335
Genova73,Italy,Genova,low social pressure,male,21,Caucasico/Europeo,-0.16666666666666652,0.04166666666666696,3,3.7083333333333335,3.1666666666666665,3.6666666666666665
Genova74,Italy,Genova,high social pressure,female,18,Caucasico/Europeo,0.5,-0.20833333333333304,2.75,2.7083333333333335,2.25,2.9166666666666665
Genova75,Italy,Genova,low social pressure,male,20,Caucasico/Europeo,-0.6666666666666665,-0.4583333333333335,2.3333333333333335,2.875,3,3.3333333333333335
Genova76,Italy,Genova,high social pressure,male,19,Caucasico/Europeo,0.16666666666666696,0.4166666666666665,2.5833333333333335,2.7916666666666665,2.4166666666666665,2.375
Genova77,Italy,Genova,low social pressure,female,20,Caucasico/Europeo,-0.3333333333333335,-0.125,2.25,2.4583333333333335,2.5833333333333335,2.5833333333333335
Genova78,Italy,Genova,high social pressure,female,19,Caucasico/Europeo,-0.16666666666666652,-0.875,2.25,2.4583333333333335,2.4166666666666665,3.3333333333333335
Genova79,Italy,Genova,low social pressure,female,20,Caucasico/Europeo,0,-0.2916666666666665,2.8333333333333335,2.7083333333333335,2.8333333333333335,3
Genova80,Italy,Genova,high social pressure,female,19,Caucasico/Europeo,-0.25,-0.45833333333333304,2.25,2.0833333333333335,2.5,2.5416666666666665
Genova81,Italy,Genova,low social pressure,female,19,Africano,-0.16666666666666652,-0.08333333333333304,2,2.9583333333333335,2.1666666666666665,3.0416666666666665
Genova82,Italy,Genova,high social pressure,female,over 45,Caucasico/Europeo,0.08333333333333348,0.20833333333333348,2.3333333333333335,2.3333333333333335,2.25,2.125
Genova83,Italy,Genova,low social pressure,female,19,Caucasico/Europeo,-0.5,-0.375,2.5833333333333335,2.7083333333333335,3.0833333333333335,3.0833333333333335
Genova84,Italy,Genova,high social pressure,male,19,Caucasico/Europeo,-0.08333333333333304,-0.16666666666666696,2.3333333333333335,2.2916666666666665,2.4166666666666665,2.4583333333333335
Genova85,Italy,Genova,low social pressure,female,22,Caucasico/Europeo,0.16666666666666652,0.5,3.1666666666666665,3.2083333333333335,3,2.7083333333333335
Genova86,Italy,Genova,high social pressure,female,21,Caucasico/Europeo,-1.4999999999999998,0,1.4166666666666667,2.8333333333333335,2.9166666666666665,2.8333333333333335
Genova87,Italy,Genova,low social pressure,female,22,Caucasico/Europeo,-0.08333333333333348,-0.16666666666666652,2.1666666666666665,2.375,2.25,2.5416666666666665
Genova88,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,-0.08333333333333304,-0.08333333333333348,2.0833333333333335,2.5,2.1666666666666665,2.5833333333333335
Genova89,Italy,Genova,low social pressure,male,19,Caucasico/Europeo,0.75,-0.16666666666666696,2.25,2.9166666666666665,1.5,3.0833333333333335
Genova90,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,-0.4166666666666665,-0.4166666666666665,2.5,2.5,2.9166666666666665,2.9166666666666665
Genova91,Italy,Genova,low social pressure,female,20,Altro,0.25,0.5,2.6666666666666665,3.0833333333333335,2.4166666666666665,2.5833333333333335
Genova92,Italy,Genova,high social pressure,male,19,Caucasico/Europeo,0.16666666666666652,-0.29166666666666696,2.6666666666666665,3.0416666666666665,2.5,3.3333333333333335
Genova93,Italy,Genova,low social pressure,male,20,Caucasico/Europeo,-0.08333333333333304,0.7916666666666667,2.3333333333333335,2.7083333333333335,2.4166666666666665,1.9166666666666667
Genova94,Italy,Genova,high social pressure,female,27,Caucasico/Europeo,0.16666666666666652,0.6666666666666665,2.1666666666666665,2.6666666666666665,2,2
Genova95,Italy,Genova,low social pressure,male,20,Caucasico/Europeo,-0.08333333333333348,0.25,2.4166666666666665,2.7083333333333335,2.5,2.4583333333333335
Genova96,Italy,Genova,high social pressure,male,20,Caucasico/Europeo,-0.08333333333333348,-0.25,3.25,3.625,3.3333333333333335,3.875
Genova97,Italy,Genova,low social pressure,male,18,Caucasico/Europeo,-0.16666666666666696,0,2.9166666666666665,3.3333333333333335,3.0833333333333335,3.3333333333333335
Genova98,Italy,Genova,high social pressure,male,20,Caucasico/Europeo,-0.25,0.04166666666666652,2.3333333333333335,2.9166666666666665,2.5833333333333335,2.875
Genova100,Italy,Genova,high social pressure,male,20,Caucasico/Europeo,0.25,-0.125,2.9166666666666665,2.4166666666666665,2.6666666666666665,2.5416666666666665
Genova101,Italy,Genova,low social pressure,male,20,Caucasico/Europeo,0.5,-0.08333333333333304,2.75,2.7083333333333335,2.25,2.7916666666666665
Genova102,Italy,Genova,high social pressure,female,21,Caucasico/Europeo,0.08333333333333348,0.20833333333333304,2.8333333333333335,2.6666666666666665,2.75,2.4583333333333335
Genova103,Italy,Genova,low social pressure,male,24,Caucasico/Europeo,0,0.9583333333333333,2.25,2.7916666666666665,2.25,1.8333333333333333
Genova104,Italy,Genova,high social pressure,male,19,Caucasico/Europeo,0.16666666666666652,0.8333333333333333,2.5,2.6666666666666665,2.3333333333333335,1.8333333333333333
Genova105,Italy,Genova,low social pressure,male,21,Caucasico/Europeo,0.7500000000000002,0.2916666666666665,2.3333333333333335,2.7916666666666665,1.5833333333333333,2.5
Genova106,Italy,Genova,high social pressure,male,22,Caucasico/Europeo,0.41666666666666696,0.08333333333333348,2.5833333333333335,2.4583333333333335,2.1666666666666665,2.375
Genova107,Italy,Genova,low social pressure,male,21,Caucasico/Europeo,0.75,0.375,2.5,2.4166666666666665,1.75,2.0416666666666665
Genova108,Italy,Genova,high social pressure,female,21,Caucasico/Europeo,0.08333333333333348,-0.20833333333333348,2.5,2.7916666666666665,2.4166666666666665,3
Genova109,Italy,Genova,low social pressure,female,21,Caucasico/Europeo,-0.25,-0.2916666666666665,3.25,3.375,3.5,3.6666666666666665
Genova110,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,0.25,0.25,3.9166666666666665,3.7916666666666665,3.6666666666666665,3.5416666666666665
Genova111,Italy,Genova,low social pressure,female,19,Caucasico/Europeo,-0.16666666666666696,-0.5,2.4166666666666665,2,2.5833333333333335,2.5
Genova112,Italy,Genova,high social pressure,female,19,Caucasico/Europeo,0.08333333333333348,-0.125,2.5833333333333335,2.7083333333333335,2.5,2.8333333333333335
Genova113,Italy,Genova,low social pressure,male,28,Caucasico/Europeo,-0.4166666666666665,0,2.3333333333333335,3.7916666666666665,2.75,3.7916666666666665
Genova114,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,-1,-0.75,2.0833333333333335,2.4166666666666665,3.0833333333333335,3.1666666666666665
Genova115,Italy,Genova,low social pressure,female,29,Caucasico/Europeo,-0.666666666666667,-0.5833333333333335,2.1666666666666665,2.125,2.8333333333333335,2.7083333333333335
Genova116,Italy,Genova,high social pressure,female,21,Caucasico/Europeo,1.0833333333333335,-0.04166666666666696,3.0833333333333335,2.5416666666666665,2,2.5833333333333335
Genova117,Italy,Genova,low social pressure,female,19,Caucasico/Europeo,0.5000000000000002,0.4166666666666665,2.3333333333333335,2.5,1.8333333333333333,2.0833333333333335
Genova118,Italy,Genova,high social pressure,female,19,Caucasico/Europeo,-0.5,-0.583333333333333,2.4166666666666665,2.4583333333333335,2.9166666666666665,3.0416666666666665
Genova119,Italy,Genova,low social pressure,female,19,Caucasico/Europeo,0.75,0.08333333333333326,2.8333333333333335,1.8333333333333333,2.0833333333333335,1.75
Genova120,Italy,Genova,high social pressure,female,19,Caucasico/Europeo,1.3333333333333335,1,3.5833333333333335,3,2.25,2
Genova121,Italy,Genova,low social pressure,female,20,Caucasico/Europeo,0.9166666666666667,0.3333333333333335,2.3333333333333335,2.4583333333333335,1.4166666666666667,2.125
Genova122,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,-0.5,0.04166666666666696,2.1666666666666665,2.5833333333333335,2.6666666666666665,2.5416666666666665
Genova123,Italy,Genova,low social pressure,male,21,Caucasico/Europeo,-0.25,-0.20833333333333348,2.0833333333333335,2.2916666666666665,2.3333333333333335,2.5
Genova124,Italy,Genova,high social pressure,female,19,Caucasico/Europeo,-0.08333333333333304,-0.375,2.3333333333333335,2.5416666666666665,2.4166666666666665,2.9166666666666665
Genova125,Italy,Genova,low social pressure,male,21,Caucasico/Europeo,-0.16666666666666652,-0.45833333333333304,2.8333333333333335,2.4583333333333335,3,2.9166666666666665
Genova126,Italy,Genova,high social pressure,female,21,Caucasico/Europeo,-0.33333333333333304,-0.4166666666666665,2.0833333333333335,2.0833333333333335,2.4166666666666665,2.5
Genova127,Italy,Genova,low social pressure,female,21,Caucasico/Europeo,-0.16666666666666696,0,2.6666666666666665,2.875,2.8333333333333335,2.875
Genova128,Italy,Genova,high social pressure,male,20,Caucasico/Europeo,0.25,0.16666666666666652,2.3333333333333335,2.625,2.0833333333333335,2.4583333333333335
Genova129,Italy,Genova,low social pressure,male,19,Caucasico/Europeo,1,0.8333333333333335,2.75,3.0833333333333335,1.75,2.25
Genova130,Italy,Genova,high social pressure,male,19,Caucasico/Europeo,0.08333333333333304,0.125,2.4166666666666665,2.9583333333333335,2.3333333333333335,2.8333333333333335
Genova131,Italy,Genova,low social pressure,female,19,Caucasico/Europeo,0.08333333333333304,0.375,2.4166666666666665,2.9583333333333335,2.3333333333333335,2.5833333333333335
Genova132,Italy,Genova,high social pressure,female,20,Caucasico/Europeo,0.08333333333333348,-0.583333333333333,2.5,2.4583333333333335,2.4166666666666665,3.0416666666666665
Genova133,Italy,Genova,low social pressure,female,20,Caucasico/Europeo,-0.5833333333333335,0.04166666666666696,2.75,3.8333333333333335,3.3333333333333335,3.7916666666666665
Genova134,Italy,Genova,high social pressure,female,18,Caucasico/Europeo,0,-0.04166666666666652,3,2,3,2.0416666666666665
Genova135,Italy,Genova,low social pressure,male,20,Caucasico/Europeo,-0.4166666666666665,-0.3750000000000002,2,1.9583333333333333,2.4166666666666665,2.3333333333333335
Milan100,Italy,Milan,high social pressure,female,21,Caucasico,-0.08333333333333348,0,2.4166666666666665,2.7083333333333335,2.5,2.7083333333333335
Milan101,Italy,Milan,low social pressure,male,19,Altro,0.08333333333333348,-0.08333333333333348,3,2.9166666666666665,2.9166666666666665,3
Milan102,Italy,Milan,high social pressure,female,19,Altro,0.08333333333333304,0.08333333333333348,3.1666666666666665,3.4583333333333335,3.0833333333333335,3.375
Milan103,Italy,Milan,low social pressure,male,19,Caucasico,-0.3333333333333335,-0.33333333333333304,2,2.3333333333333335,2.3333333333333335,2.6666666666666665
Milan104,Italy,Milan,high social pressure,female,20,Caucasico,0.08333333333333348,0.375,2.8333333333333335,2.875,2.75,2.5
Milan105,Italy,Milan,low social pressure,female,22,Altro,-0.25,0.125,2.5,2.75,2.75,2.625
Milan106,Italy,Milan,high social pressure,female,21,Caucasico,-0.5,-0.16666666666666652,2,2.75,2.5,2.9166666666666665
Milan107,Italy,Milan,low social pressure,female,20,Altro,0.08333333333333348,0.08333333333333304,2.5833333333333335,3.2916666666666665,2.5,3.2083333333333335
Milan108,Italy,Milan,high social pressure,female,23,Altro,0,0.08333333333333348,2.0833333333333335,2.2083333333333335,2.0833333333333335,2.125
Milan109,Italy,Milan,low social pressure,male,24,Caucasico,0.5833333333333333,-0.16666666666666652,2.25,2.5,1.6666666666666667,2.6666666666666665
Milan10,Italy,Milan,high social pressure,female,24,Caucasico,-0.08333333333333304,0.375,2.3333333333333335,2.7916666666666665,2.4166666666666665,2.4166666666666665
Milan110,Italy,Milan,high social pressure,male,21,Caucasico,-0.41666666666666696,0.04166666666666652,2.1666666666666665,3.9166666666666665,2.5833333333333335,3.875
Milan111,Italy,Milan,low social pressure,male,20,Caucasico,0.33333333333333304,-0.3333333333333335,2.9166666666666665,2.75,2.5833333333333335,3.0833333333333335
Milan112,Italy,Milan,high social pressure,male,21,Altro,0,0.33333333333333304,2.5,2.6666666666666665,2.5,2.3333333333333335
Milan113,Italy,Milan,low social pressure,male,20,Caucasico,0.16666666666666652,-0.20833333333333348,2.4166666666666665,2.4166666666666665,2.25,2.625
Milan114,Italy,Milan,high social pressure,male,20,Caucasico,0,-0.20833333333333304,2.9166666666666665,2.7083333333333335,2.9166666666666665,2.9166666666666665
Milan115,Italy,Milan,low social pressure,male,25,Caucasico,-0.16666666666666652,0.04166666666666652,2.8333333333333335,2.75,3,2.7083333333333335
Milan116,Italy,Milan,high social pressure,female,21,Caucasico,0,-0.20833333333333304,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.5416666666666665
Milan117,Italy,Milan,low social pressure,female,21,Caucasico,0.583333333333333,-0.16666666666666652,3.1666666666666665,2.9583333333333335,2.5833333333333335,3.125
Milan118,Italy,Milan,high social pressure,male,29,Caucasico,-0.33333333333333304,-0.25,2.5833333333333335,2.625,2.9166666666666665,2.875
Milan119,Italy,Milan,low social pressure,male,28,Caucasico,0.08333333333333348,-0.375,2.75,2.5833333333333335,2.6666666666666665,2.9583333333333335
Milan11,Italy,Milan,low social pressure,female,24,Caucasico,-0.3333333333333335,0.08333333333333304,2.1666666666666665,2.6666666666666665,2.5,2.5833333333333335
Milan120,Italy,Milan,high social pressure,female,26,Caucasico,-0.08333333333333348,-0.16666666666666696,2.4166666666666665,2.6666666666666665,2.5,2.8333333333333335
Milan121,Italy,Milan,low social pressure,female,20,Caucasico,0.08333333333333304,-0.04166666666666696,2.4166666666666665,2.5416666666666665,2.3333333333333335,2.5833333333333335
Milan122,Italy,Milan,high social pressure,female,28,Caucasico,0,-0.04166666666666652,3,3.375,3,3.4166666666666665
Milan123,Italy,Milan,low social pressure,female,19,Caucasico,-0.5000000000000002,0,1.8333333333333333,2.5416666666666665,2.3333333333333335,2.5416666666666665
Milan124,Italy,Milan,high social pressure,female,32,Altro,0.08333333333333348,0,2.5,2.6666666666666665,2.4166666666666665,2.6666666666666665
Milan125,Italy,Milan,low social pressure,male,23,Caucasico,0,0.666666666666667,2.6666666666666665,2.9583333333333335,2.6666666666666665,2.2916666666666665
Milan126,Italy,Milan,high social pressure,female,26,Altro,-0.16666666666666696,-0.20833333333333304,3.4166666666666665,3.2083333333333335,3.5833333333333335,3.4166666666666665
Milan127,Italy,Milan,low social pressure,male,23,Caucasico,0.5833333333333333,-0.04166666666666652,2.25,2.625,1.6666666666666667,2.6666666666666665
Milan128,Italy,Milan,high social pressure,female,20,Altro,0.5,0.45833333333333304,2.8333333333333335,2.7916666666666665,2.3333333333333335,2.3333333333333335
Milan129,Italy,Milan,low social pressure,female,20,Altro,0.4166666666666665,-0.08333333333333348,3.25,2.6666666666666665,2.8333333333333335,2.75
Milan12,Italy,Milan,high social pressure,male,23,Altro,-0.08333333333333348,-0.04166666666666652,2.9166666666666665,2.9583333333333335,3,3
Milan130,Italy,Milan,high social pressure,female,24,Caucasico,0.08333333333333348,-0.25,2.0833333333333335,2.3333333333333335,2,2.5833333333333335
Milan131,Italy,Milan,low social pressure,male,23,Altro,-0.33333333333333304,0.04166666666666652,2.5833333333333335,2.625,2.9166666666666665,2.5833333333333335
Milan132,Italy,Milan,high social pressure,male,24,Altro,0.583333333333333,-0.04166666666666652,2.9166666666666665,2.375,2.3333333333333335,2.4166666666666665
Milan133,Italy,Milan,low social pressure,male,23,Caucasico,0,-0.3333333333333335,2.5,3,2.5,3.3333333333333335
Milan134,Italy,Milan,high social pressure,male,23,Altro,0.5833333333333335,-0.16666666666666652,3.3333333333333335,2.5833333333333335,2.75,2.75
Milan13,Italy,Milan,low social pressure,male,25,Altro,0.3333333333333335,-0.45833333333333304,2.8333333333333335,3.2083333333333335,2.5,3.6666666666666665
Milan14,Italy,Milan,high social pressure,female,31,Caucasico,0.16666666666666652,0.625,2.9166666666666665,3,2.75,2.375
Milan15,Italy,Milan,low social pressure,female,22,Caucasico,0,0.04166666666666652,2.6666666666666665,3.4166666666666665,2.6666666666666665,3.375
Milan16,Italy,Milan,high social pressure,male,23,Caucasico,-0.08333333333333304,-0.5,2.8333333333333335,1.875,2.9166666666666665,2.375
Milan17,Italy,Milan,low social pressure,male,23,Caucasico,-0.25,0.08333333333333304,2.3333333333333335,2.6666666666666665,2.5833333333333335,2.5833333333333335
Milan18,Italy,Milan,high social pressure,female,20,Altro,-0.08333333333333348,-0.08333333333333348,2.4166666666666665,3.7916666666666665,2.5,3.875
Milan19,Italy,Milan,low social pressure,female,19,Altro,1.0833333333333335,0.4166666666666665,2.3333333333333335,2.6666666666666665,1.25,2.25
Milan1,Italy,Milan,low social pressure,female,21,Altro,0,-0.4166666666666665,1.8333333333333333,2.375,1.8333333333333333,2.7916666666666665
